"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"31691","14:57:27,586168","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.135.gzip HTTP/1.1 "
"31855","14:57:27,601988","10.87.173.45","192.168.200.103","7074","49566","HTTP","373","HTTP/1.1 200 OK  (text/plain)"
"31857","14:57:27,836261","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.136.gzip HTTP/1.1 "
"32016","14:57:27,851527","10.87.173.45","192.168.200.103","7074","49566","HTTP","468","HTTP/1.1 200 OK  (text/plain)"
"32020","14:57:28,233315","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.140.gzip HTTP/1.1 "
"32226","14:57:28,252666","10.87.173.45","192.168.200.103","7074","49566","HTTP","1241","HTTP/1.1 200 OK  (text/plain)"
"32230","14:57:28,545877","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.141.gzip HTTP/1.1 "
"32426","14:57:28,564362","10.87.173.45","192.168.200.103","7074","49566","HTTP","1344","HTTP/1.1 200 OK  (text/plain)"
"32432","14:57:29,041447","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.142.gzip HTTP/1.1 "
"32620","14:57:29,066664","10.87.173.45","192.168.200.103","7074","49566","HTTP","666","HTTP/1.1 200 OK  (text/plain)"
"32626","14:57:29,323190","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.143.gzip HTTP/1.1 "
"32805","14:57:29,340235","10.87.173.45","192.168.200.103","7074","49566","HTTP","1286","HTTP/1.1 200 OK  (text/plain)"
"32808","14:57:29,537000","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.144.gzip HTTP/1.1 "
"32989","14:57:29,554146","10.87.173.45","192.168.200.103","7074","49566","HTTP","750","HTTP/1.1 200 OK  (text/plain)"
"32992","14:57:29,803577","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.148.gzip HTTP/1.1 "
"33203","14:57:30,134291","10.87.173.45","192.168.200.103","7074","49566","HTTP","1506","HTTP/1.1 200 OK  (text/plain)"
"33206","14:57:30,357815","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.150.gzip HTTP/1.1 "
"33367","14:57:30,377526","10.87.173.45","192.168.200.103","7074","49566","HTTP","167","HTTP/1.1 200 OK  (text/plain)"
"33371","14:57:30,669579","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.151.gzip HTTP/1.1 "
"33553","14:57:30,686904","10.87.173.45","192.168.200.103","7074","49566","HTTP","791","HTTP/1.1 200 OK  (text/plain)"
"33555","14:57:30,937950","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.152.gzip HTTP/1.1 "
"33782","14:57:30,959361","10.87.173.45","192.168.200.103","7074","49566","HTTP","276","HTTP/1.1 200 OK  (text/plain)"
"33784","14:57:31,155109","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.154.gzip HTTP/1.1 "
"33968","14:57:31,172758","10.87.173.45","192.168.200.103","7074","49566","HTTP","474","HTTP/1.1 200 OK  (text/plain)"
"33972","14:57:31,401066","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.155.gzip HTTP/1.1 "
"34171","14:57:31,441627","10.87.173.45","192.168.200.103","7074","49566","HTTP","508","HTTP/1.1 200 OK  (text/plain)"
"34180","14:57:31,663938","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.157.gzip HTTP/1.1 "
"34380","14:57:31,704527","10.87.173.45","192.168.200.103","7074","49566","HTTP","269","HTTP/1.1 200 OK  (text/plain)"
"34383","14:57:31,973439","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.158.gzip HTTP/1.1 "
"34580","14:57:31,992051","10.87.173.45","192.168.200.103","7074","49566","HTTP","1382","HTTP/1.1 200 OK  (text/plain)"
"34584","14:57:32,173572","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.161.gzip HTTP/1.1 "
"34801","14:57:32,193670","10.87.173.45","192.168.200.103","7074","49566","HTTP","1145","HTTP/1.1 200 OK  (text/plain)"
"34803","14:57:32,437382","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.163.gzip HTTP/1.1 "
"34968","14:57:32,453110","10.87.173.45","192.168.200.103","7074","49566","HTTP","238","HTTP/1.1 200 OK  (text/plain)"
"34970","14:57:32,619669","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.167.gzip HTTP/1.1 "
"35205","14:57:32,641102","10.87.173.45","192.168.200.103","7074","49566","HTTP","670","HTTP/1.1 200 OK  (text/plain)"
"35207","14:57:32,846420","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.170.gzip HTTP/1.1 "
"35404","14:57:32,869226","10.87.173.45","192.168.200.103","7074","49566","HTTP","996","HTTP/1.1 200 OK  (text/plain)"
"35407","14:57:33,101655","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.175.gzip HTTP/1.1 "
"35580","14:57:33,137484","10.87.173.45","192.168.200.103","7074","49566","HTTP","674","HTTP/1.1 200 OK  (text/plain)"
"35583","14:57:33,370069","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.177.gzip HTTP/1.1 "
"35751","14:57:33,386059","10.87.173.45","192.168.200.103","7074","49566","HTTP","269","HTTP/1.1 200 OK  (text/plain)"
"35753","14:57:33,562861","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.184.gzip HTTP/1.1 "
"35908","14:57:33,588796","10.87.173.45","192.168.200.103","7074","49566","HTTP","1346","HTTP/1.1 200 OK  (text/plain)"
"35910","14:57:33,803057","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.187.gzip HTTP/1.1 "
"36116","14:57:33,823028","10.87.173.45","192.168.200.103","7074","49566","HTTP","1040","HTTP/1.1 200 OK  (text/plain)"
"36119","14:57:34,079197","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.189.gzip HTTP/1.1 "
"36328","14:57:34,098621","10.87.173.45","192.168.200.103","7074","49566","HTTP","1444","HTTP/1.1 200 OK  (text/plain)"
"36330","14:57:34,308589","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.194.gzip HTTP/1.1 "
"36542","14:57:34,328131","10.87.173.45","192.168.200.103","7074","49566","HTTP","702","HTTP/1.1 200 OK  (text/plain)"
"36544","14:57:34,596436","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.195.gzip HTTP/1.1 "
"36752","14:57:34,615671","10.87.173.45","192.168.200.103","7074","49566","HTTP","974","HTTP/1.1 200 OK  (text/plain)"
"36756","14:57:34,815833","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.196.gzip HTTP/1.1 "
"36967","14:57:34,835728","10.87.173.45","192.168.200.103","7074","49566","HTTP","722","HTTP/1.1 200 OK  (text/plain)"
"36969","14:57:35,048337","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.197.gzip HTTP/1.1 "
"37170","14:57:35,067121","10.87.173.45","192.168.200.103","7074","49566","HTTP","142","HTTP/1.1 200 OK  (text/plain)"
"37173","14:57:35,273991","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.198.gzip HTTP/1.1 "
"37354","14:57:35,291087","10.87.173.45","192.168.200.103","7074","49566","HTTP","357","HTTP/1.1 200 OK  (text/plain)"
"37356","14:57:35,466017","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.199.gzip HTTP/1.1 "
"37513","14:57:35,481441","10.87.173.45","192.168.200.103","7074","49566","HTTP","981","HTTP/1.1 200 OK  (text/plain)"
"37518","14:57:35,666023","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.278.gzip HTTP/1.1 "
"37727","14:57:35,685468","10.87.173.45","192.168.200.103","7074","49566","HTTP","501","HTTP/1.1 200 OK  (text/plain)"
"37731","14:57:35,988990","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.288.gzip HTTP/1.1 "
"37970","14:57:36,010849","10.87.173.45","192.168.200.103","7074","49566","HTTP","115","HTTP/1.1 200 OK  (text/plain)"
"37976","14:57:36,400937","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.289.gzip HTTP/1.1 "
"38196","14:57:36,421210","10.87.173.45","192.168.200.103","7074","49566","HTTP","860","HTTP/1.1 200 OK  (text/plain)"
"38202","14:57:36,646877","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.318.gzip HTTP/1.1 "
"38429","14:57:36,667948","10.87.173.45","192.168.200.103","7074","49566","HTTP","1356","HTTP/1.1 200 OK  (text/plain)"
"38431","14:57:36,843116","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.371.gzip HTTP/1.1 "
"38636","14:57:36,862319","10.87.173.45","192.168.200.103","7074","49566","HTTP","455","HTTP/1.1 200 OK  (text/plain)"
"38638","14:57:37,012055","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.388.gzip HTTP/1.1 "
"38889","14:57:37,035149","10.87.173.45","192.168.200.103","7074","49566","HTTP","1223","HTTP/1.1 200 OK  (text/plain)"
"38891","14:57:37,227443","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.389.gzip HTTP/1.1 "
"39142","14:57:37,250408","10.87.173.45","192.168.200.103","7074","49566","HTTP","583","HTTP/1.1 200 OK  (text/plain)"
"39147","14:57:37,506268","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.390.gzip HTTP/1.1 "
"39344","14:57:37,524827","10.87.173.45","192.168.200.103","7074","49566","HTTP","553","HTTP/1.1 200 OK  (text/plain)"
"39346","14:57:37,687977","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.391.gzip HTTP/1.1 "
"39494","14:57:37,710196","10.87.173.45","192.168.200.103","7074","49566","HTTP","1072","HTTP/1.1 200 OK  (text/plain)"
"39499","14:57:37,889889","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.392.gzip HTTP/1.1 "
"39699","14:57:37,909122","10.87.173.45","192.168.200.103","7074","49566","HTTP","207","HTTP/1.1 200 OK  (text/plain)"
"39703","14:57:38,119985","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.393.gzip HTTP/1.1 "
"40037","14:57:38,149888","10.87.173.45","192.168.200.103","7074","49566","HTTP","883","HTTP/1.1 200 OK  (text/plain)"
"40040","14:57:38,416603","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.394.gzip HTTP/1.1 "
"40338","14:57:38,443370","10.87.173.45","192.168.200.103","7074","49566","HTTP","869","HTTP/1.1 200 OK  (text/plain)"
"40341","14:57:38,642036","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.395.gzip HTTP/1.1 "
"40633","14:57:38,668312","10.87.173.45","192.168.200.103","7074","49566","HTTP","941","HTTP/1.1 200 OK  (text/plain)"
"40639","14:57:38,966070","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.396.gzip HTTP/1.1 "
"40908","14:57:38,990474","10.87.173.45","192.168.200.103","7074","49566","HTTP","229","HTTP/1.1 200 OK  (text/plain)"
"40911","14:57:39,199928","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.397.gzip HTTP/1.1 "
"41147","14:57:39,221688","10.87.173.45","192.168.200.103","7074","49566","HTTP","992","HTTP/1.1 200 OK  (text/plain)"
"41151","14:57:39,431161","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.398.gzip HTTP/1.1 "
"41437","14:57:39,457040","10.87.173.45","192.168.200.103","7074","49566","HTTP","801","HTTP/1.1 200 OK  (text/plain)"
"41441","14:57:39,659145","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.399.gzip HTTP/1.1 "
"41743","14:57:39,686280","10.87.173.45","192.168.200.103","7074","49566","HTTP","479","HTTP/1.1 200 OK  (text/plain)"
"41747","14:57:39,951792","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.400.gzip HTTP/1.1 "
"41977","14:57:39,973332","10.87.173.45","192.168.200.103","7074","49566","HTTP","184","HTTP/1.1 200 OK  (text/plain)"
"41980","14:57:40,318026","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.401.gzip HTTP/1.1 "
"42326","14:57:40,348994","10.87.173.45","192.168.200.103","7074","49566","HTTP","1048","HTTP/1.1 200 OK  (text/plain)"
"42329","14:57:40,562761","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.402.gzip HTTP/1.1 "
"42571","14:57:40,585020","10.87.173.45","192.168.200.103","7074","49566","HTTP","874","HTTP/1.1 200 OK  (text/plain)"
"42574","14:57:40,790419","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.403.gzip HTTP/1.1 "
"42770","14:57:40,808884","10.87.173.45","192.168.200.103","7074","49566","HTTP","474","HTTP/1.1 200 OK  (text/plain)"
"42772","14:57:41,005302","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.404.gzip HTTP/1.1 "
"42980","14:57:41,024721","10.87.173.45","192.168.200.103","7074","49566","HTTP","789","HTTP/1.1 200 OK  (text/plain)"
"42982","14:57:41,242375","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.405.gzip HTTP/1.1 "
"43231","14:57:41,265019","10.87.173.45","192.168.200.103","7074","49566","HTTP","629","HTTP/1.1 200 OK  (text/plain)"
"43234","14:57:41,532209","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.406.gzip HTTP/1.1 "
"43569","14:57:41,561883","10.87.173.45","192.168.200.103","7074","49566","HTTP","310","HTTP/1.1 200 OK  (text/plain)"
"43573","14:57:41,879400","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.407.gzip HTTP/1.1 "
"43852","14:57:41,904472","10.87.173.45","192.168.200.103","7074","49566","HTTP","977","HTTP/1.1 200 OK  (text/plain)"
"43862","14:57:42,119638","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.408.gzip HTTP/1.1 "
"44149","14:57:42,145491","10.87.173.45","192.168.200.103","7074","49566","HTTP","511","HTTP/1.1 200 OK  (text/plain)"
"44157","14:57:42,349532","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.409.gzip HTTP/1.1 "
"44356","14:57:42,368193","10.87.173.45","192.168.200.103","7074","49566","HTTP","657","HTTP/1.1 200 OK  (text/plain)"
"44361","14:57:42,616997","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.410.gzip HTTP/1.1 "
"44560","14:57:42,635467","10.87.173.45","192.168.200.103","7074","49566","HTTP","319","HTTP/1.1 200 OK  (text/plain)"
"44570","14:57:42,832366","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.411.gzip HTTP/1.1 "
"44776","14:57:42,851610","10.87.173.45","192.168.200.103","7074","49566","HTTP","332","HTTP/1.1 200 OK  (text/plain)"
"44784","14:57:43,158063","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.412.gzip HTTP/1.1 "
"44999","14:57:43,178078","10.87.173.45","192.168.200.103","7074","49566","HTTP","1315","HTTP/1.1 200 OK  (text/plain)"
"45003","14:57:43,498365","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.413.gzip HTTP/1.1 "
"45200","14:57:43,516913","10.87.173.45","192.168.200.103","7074","49566","HTTP","558","HTTP/1.1 200 OK  (text/plain)"
"45203","14:57:43,744161","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.414.gzip HTTP/1.1 "
"45420","14:57:43,764387","10.87.173.45","192.168.200.103","7074","49566","HTTP","1501","HTTP/1.1 200 OK  (text/plain)"
"45422","14:57:43,973402","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.415.gzip HTTP/1.1 "
"45625","14:57:43,992362","10.87.173.45","192.168.200.103","7074","49566","HTTP","1277","HTTP/1.1 200 OK  (text/plain)"
"45627","14:57:44,272689","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.416.gzip HTTP/1.1 "
"45814","14:57:44,290428","10.87.173.45","192.168.200.103","7074","49566","HTTP","1324","HTTP/1.1 200 OK  (text/plain)"
"45824","14:57:44,609626","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.417.gzip HTTP/1.1 "
"45994","14:57:44,625888","10.87.173.45","192.168.200.103","7074","49566","HTTP","261","HTTP/1.1 200 OK  (text/plain)"
"46007","14:57:44,832183","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.418.gzip HTTP/1.1 "
"46206","14:57:44,850823","10.87.173.45","192.168.200.103","7074","49566","HTTP","686","HTTP/1.1 200 OK  (text/plain)"
"46212","14:57:45,070074","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.419.gzip HTTP/1.1 "
"46378","14:57:45,086196","10.87.173.45","192.168.200.103","7074","49566","HTTP","999","HTTP/1.1 200 OK  (text/plain)"
"46383","14:57:45,306033","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.420.gzip HTTP/1.1 "
"46562","14:57:45,326949","10.87.173.45","192.168.200.103","7074","49566","HTTP","882","HTTP/1.1 200 OK  (text/plain)"
"46566","14:57:45,578476","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.421.gzip HTTP/1.1 "
"46752","14:57:45,596051","10.87.173.45","192.168.200.103","7074","49566","HTTP","85","HTTP/1.1 200 OK  (text/plain)"
"46754","14:57:45,822741","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.422.gzip HTTP/1.1 "
"46948","14:57:45,840985","10.87.173.45","192.168.200.103","7074","49566","HTTP","293","HTTP/1.1 200 OK  (text/plain)"
"46950","14:57:46,097992","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.423.gzip HTTP/1.1 "
"47132","14:57:46,115319","10.87.173.45","192.168.200.103","7074","49566","HTTP","943","HTTP/1.1 200 OK  (text/plain)"
"47135","14:57:46,376363","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.424.gzip HTTP/1.1 "
"47290","14:57:46,391489","10.87.173.45","192.168.200.103","7074","49566","HTTP","1340","HTTP/1.1 200 OK  (text/plain)"
"47293","14:57:46,695135","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.425.gzip HTTP/1.1 "
"47482","14:57:46,713082","10.87.173.45","192.168.200.103","7074","49566","HTTP","697","HTTP/1.1 200 OK  (text/plain)"
"47490","14:57:47,163556","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.426.gzip HTTP/1.1 "
