"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"5342","14:56:54,077169","10.87.173.45","192.168.200.103","7074","49414","HTTP","60","HTTP/1.1 403 Forbidden "
"5347","14:56:54,119721","192.168.200.103","10.87.173.45","49415","7074","HTTP","339","GET /v1/patches/4/3/A/F/f03e0d2a9874eb8c14d93573eb9dde33-43af3de271c707405792375e2026325f-emalware.289.gzip HTTP/1.1 "
"5351","14:56:54,122949","10.87.173.45","192.168.200.103","7074","49415","HTTP","60","HTTP/1.1 403 Forbidden "
"5356","14:56:54,169842","192.168.200.103","10.87.173.45","49416","7074","HTTP","339","GET /v1/patches/7/6/7/2/1c33c8266e021a624cb9c0078b4be7d5-76720c6bb29030b7457329b852bfb03a-emalware.318.gzip HTTP/1.1 "
"5360","14:56:54,172952","10.87.173.45","192.168.200.103","7074","49416","HTTP","60","HTTP/1.1 403 Forbidden "
"5366","14:56:54,294796","192.168.200.103","10.87.173.45","49417","7074","HTTP","339","GET /v1/patches/2/F/D/A/9df2865a2b6f0054dfb9c5ef7aaadda7-2fdaf9e67b3bc53a5cda540c80746454-emalware.371.gzip HTTP/1.1 "
"5370","14:56:54,297824","10.87.173.45","192.168.200.103","7074","49417","HTTP","60","HTTP/1.1 403 Forbidden "
"5375","14:56:54,314747","192.168.200.103","10.87.173.45","49418","7074","HTTP","339","GET /v1/patches/0/8/5/A/6c0886cccf968405f1b8b168e0e3b120-085a00a60ea9b7e797952215524bf7c9-emalware.388.gzip HTTP/1.1 "
"5379","14:56:54,317785","10.87.173.45","192.168.200.103","7074","49418","HTTP","60","HTTP/1.1 403 Forbidden "
"5384","14:56:54,322841","192.168.200.103","10.87.173.45","49419","7074","HTTP","339","GET /v1/patches/4/D/5/B/9692fa46dc842c0783d360f540e83cbd-4d5b48ac092ac8b419a2f99e8abf0d49-emalware.389.gzip HTTP/1.1 "
"5388","14:56:54,325842","10.87.173.45","192.168.200.103","7074","49419","HTTP","60","HTTP/1.1 403 Forbidden "
"5393","14:56:54,330466","192.168.200.103","10.87.173.45","49420","7074","HTTP","339","GET /v1/patches/A/5/6/5/80e957ca9e9449e4b227d4484b80a24e-a5658b45f055695fb1925108553ff6f4-emalware.390.gzip HTTP/1.1 "
"5397","14:56:54,333507","10.87.173.45","192.168.200.103","7074","49420","HTTP","60","HTTP/1.1 403 Forbidden "
"5402","14:56:54,338842","192.168.200.103","10.87.173.45","49421","7074","HTTP","339","GET /v1/patches/4/6/F/5/eb7a533d238289368818016a4944b281-46f5588926d6c0ed1693ff44805f1395-emalware.391.gzip HTTP/1.1 "
"5406","14:56:54,341831","10.87.173.45","192.168.200.103","7074","49421","HTTP","60","HTTP/1.1 403 Forbidden "
"5411","14:56:54,346935","192.168.200.103","10.87.173.45","49422","7074","HTTP","339","GET /v1/patches/5/0/F/D/1fc71a9fa51d1f5fbcfecbcff15ae1ee-50fd7f695ff349c79aa2fe5eb378ec45-emalware.392.gzip HTTP/1.1 "
"5415","14:56:54,349946","10.87.173.45","192.168.200.103","7074","49422","HTTP","60","HTTP/1.1 403 Forbidden "
"5420","14:56:54,355814","192.168.200.103","10.87.173.45","49423","7074","HTTP","339","GET /v1/patches/4/B/C/B/c665392954b0014ae65cb15d495fee7e-4bcbe066d0d7d5e1b438b6f5753dd36f-emalware.393.gzip HTTP/1.1 "
"5424","14:56:54,358766","10.87.173.45","192.168.200.103","7074","49423","HTTP","60","HTTP/1.1 403 Forbidden "
"5429","14:56:54,363770","192.168.200.103","10.87.173.45","49424","7074","HTTP","339","GET /v1/patches/C/8/C/8/1ab80c75d129149162cc2a9f464774d4-c8c8ce036924594a5476db0483ebd74c-emalware.394.gzip HTTP/1.1 "
"5433","14:56:54,366825","10.87.173.45","192.168.200.103","7074","49424","HTTP","60","HTTP/1.1 403 Forbidden "
"5438","14:56:54,380597","192.168.200.103","10.87.173.45","49425","7074","HTTP","339","GET /v1/patches/4/4/F/8/cb2f4a6767d6f7f17ea485798417b451-44f8764404f20a42d386fcaf6ee1c315-emalware.395.gzip HTTP/1.1 "
"5442","14:56:54,383878","10.87.173.45","192.168.200.103","7074","49425","HTTP","60","HTTP/1.1 403 Forbidden "
"5447","14:56:54,418403","192.168.200.103","10.87.173.45","49426","7074","HTTP","339","GET /v1/patches/9/9/6/1/7ec9212495f3535e3f507c660ac450c6-9961c036747646c947c485e2922ed646-emalware.396.gzip HTTP/1.1 "
"5451","14:56:54,426438","10.87.173.45","192.168.200.103","7074","49426","HTTP","60","HTTP/1.1 403 Forbidden "
"5456","14:56:54,440575","192.168.200.103","10.87.173.45","49427","7074","HTTP","339","GET /v1/patches/5/F/1/C/aa93180ec433dca36fbdbb5cbaf54741-5f1cd214fa54d8d161b69f67e7321b0d-emalware.397.gzip HTTP/1.1 "
"5460","14:56:54,443750","10.87.173.45","192.168.200.103","7074","49427","HTTP","60","HTTP/1.1 403 Forbidden "
"5465","14:56:54,474205","192.168.200.103","10.87.173.45","49428","7074","HTTP","339","GET /v1/patches/E/A/1/9/27efdb5f390ccfd8b6adbc886be74d7d-ea19256d3dd9abfd96dae1a5190b4436-emalware.398.gzip HTTP/1.1 "
"5469","14:56:54,477312","10.87.173.45","192.168.200.103","7074","49428","HTTP","60","HTTP/1.1 403 Forbidden "
"5474","14:56:54,544786","192.168.200.103","10.87.173.45","49429","7074","HTTP","339","GET /v1/patches/3/A/9/7/82219a8f4ba2e35602f5517e4b50477d-3a97ae36b7ead079f5bd342d6687771d-emalware.399.gzip HTTP/1.1 "
"5478","14:56:54,547958","10.87.173.45","192.168.200.103","7074","49429","HTTP","60","HTTP/1.1 403 Forbidden "
"5483","14:56:54,611645","192.168.200.103","10.87.173.45","49430","7074","HTTP","339","GET /v1/patches/0/8/1/8/8db25f1d451493a466303a46a662435e-0818ae47bbc993f8706cae17480b6c36-emalware.400.gzip HTTP/1.1 "
"5487","14:56:54,614891","10.87.173.45","192.168.200.103","7074","49430","HTTP","60","HTTP/1.1 403 Forbidden "
"5492","14:56:54,670184","192.168.200.103","10.87.173.45","49431","7074","HTTP","339","GET /v1/patches/E/B/B/3/72adfdfcff5e198a8647a8793d3be208-ebb3f39a0d4a705c24ae846eb47040ce-emalware.401.gzip HTTP/1.1 "
"5496","14:56:54,673399","10.87.173.45","192.168.200.103","7074","49431","HTTP","60","HTTP/1.1 403 Forbidden "
"5501","14:56:54,735946","192.168.200.103","10.87.173.45","49432","7074","HTTP","339","GET /v1/patches/5/0/1/1/7b0904ca447b21d533239c142bc8d1d2-5011fe748db9c1833ced4a1bd8f6f117-emalware.402.gzip HTTP/1.1 "
"5505","14:56:54,738953","10.87.173.45","192.168.200.103","7074","49432","HTTP","60","HTTP/1.1 403 Forbidden "
"5510","14:56:54,803609","192.168.200.103","10.87.173.45","49433","7074","HTTP","339","GET /v1/patches/0/6/8/3/c627b1a39e0f2e3f0588da6b0098c4fe-068366ecfe2beb7cccff9a78b1df2ecf-emalware.403.gzip HTTP/1.1 "
"5514","14:56:54,806743","10.87.173.45","192.168.200.103","7074","49433","HTTP","60","HTTP/1.1 403 Forbidden "
"5519","14:56:54,859563","192.168.200.103","10.87.173.45","49434","7074","HTTP","339","GET /v1/patches/6/4/F/A/1579521b7f8c02197445a176efd1dab2-64fa2ea5dcf1daf38005c9404540e1d4-emalware.404.gzip HTTP/1.1 "
"5523","14:56:54,862711","10.87.173.45","192.168.200.103","7074","49434","HTTP","60","HTTP/1.1 403 Forbidden "
"5528","14:56:54,889138","192.168.200.103","10.87.173.45","49435","7074","HTTP","339","GET /v1/patches/5/D/4/3/6534399987627d883576c45b6920f37c-5d431490d901856b2649d83f9655449c-emalware.405.gzip HTTP/1.1 "
"5532","14:56:54,892381","10.87.173.45","192.168.200.103","7074","49435","HTTP","60","HTTP/1.1 403 Forbidden "
"5537","14:56:54,907179","192.168.200.103","10.87.173.45","49436","7074","HTTP","339","GET /v1/patches/5/D/E/E/c0e73c5292c246b8e5a78d185a2e72ec-5dee755e375aadd1c4956f92a4be5839-emalware.406.gzip HTTP/1.1 "
"5541","14:56:54,910393","10.87.173.45","192.168.200.103","7074","49436","HTTP","60","HTTP/1.1 403 Forbidden "
"5546","14:56:54,915624","192.168.200.103","10.87.173.45","49437","7074","HTTP","339","GET /v1/patches/0/3/F/B/4154e1410aff054d560d59cdb47d3c28-03fb4b52a9953bd5cab5eefd99433abc-emalware.407.gzip HTTP/1.1 "
"5550","14:56:54,918908","10.87.173.45","192.168.200.103","7074","49437","HTTP","60","HTTP/1.1 403 Forbidden "
"5555","14:56:54,923652","192.168.200.103","10.87.173.45","49438","7074","HTTP","339","GET /v1/patches/3/2/5/5/2d13d25b1a87841b0c5074a0a996f5bd-32552a4771b8ebeaebf50febc01e9f92-emalware.408.gzip HTTP/1.1 "
"5559","14:56:54,926852","10.87.173.45","192.168.200.103","7074","49438","HTTP","60","HTTP/1.1 403 Forbidden "
"5564","14:56:54,932390","192.168.200.103","10.87.173.45","49439","7074","HTTP","339","GET /v1/patches/E/B/7/2/de54748f3a42a758b0de30e2214149ae-eb72a7ee728e1798e4e1b8b96e08db6e-emalware.409.gzip HTTP/1.1 "
"5568","14:56:54,935498","10.87.173.45","192.168.200.103","7074","49439","HTTP","60","HTTP/1.1 403 Forbidden "
"5573","14:56:54,957417","192.168.200.103","10.87.173.45","49440","7074","HTTP","339","GET /v1/patches/5/8/D/C/c297a1488e26119c6b7340bdcf2d6ba0-58dc0fb469e8604f95c86e6bafd75bd7-emalware.410.gzip HTTP/1.1 "
"5577","14:56:54,960558","10.87.173.45","192.168.200.103","7074","49440","HTTP","60","HTTP/1.1 403 Forbidden "
"5582","14:56:54,990689","192.168.200.103","10.87.173.45","49441","7074","HTTP","339","GET /v1/patches/D/8/1/9/d2dddd4b5ee2d7dce641597bfd67c303-d819ae2db1e0d5f5d2f0552edc6537d9-emalware.411.gzip HTTP/1.1 "
"5586","14:56:54,993972","10.87.173.45","192.168.200.103","7074","49441","HTTP","60","HTTP/1.1 403 Forbidden "
"5591","14:56:55,033797","192.168.200.103","10.87.173.45","49442","7074","HTTP","339","GET /v1/patches/8/8/4/3/5760e4c5266094dd7675aeac94884922-8843da3eeee255b9dede8e1f8dcf85a6-emalware.412.gzip HTTP/1.1 "
"5595","14:56:55,037043","10.87.173.45","192.168.200.103","7074","49442","HTTP","60","HTTP/1.1 403 Forbidden "
"5601","14:56:55,111553","192.168.200.103","10.87.173.45","49443","7074","HTTP","339","GET /v1/patches/C/C/C/D/d479372babe5d6c2b96fea6cf564cc65-cccdfbfadfee5055c19202510f0f9dbf-emalware.413.gzip HTTP/1.1 "
"5605","14:56:55,114706","10.87.173.45","192.168.200.103","7074","49443","HTTP","60","HTTP/1.1 403 Forbidden "
"5610","14:56:55,141441","192.168.200.103","10.87.173.45","49444","7074","HTTP","339","GET /v1/patches/7/0/2/8/564a3101f7992f80c4369ea93f4bcfd1-702869b20c7b885ddaf30970569f255a-emalware.414.gzip HTTP/1.1 "
"5614","14:56:55,144661","10.87.173.45","192.168.200.103","7074","49444","HTTP","60","HTTP/1.1 403 Forbidden "
"5619","14:56:55,186512","192.168.200.103","10.87.173.45","49445","7074","HTTP","339","GET /v1/patches/3/3/5/A/632f962c3c8d57452628e710f798f0ab-335ab29d5e5fa35409b4d46ae6fd4ad7-emalware.415.gzip HTTP/1.1 "
"5623","14:56:55,190038","10.87.173.45","192.168.200.103","7074","49445","HTTP","60","HTTP/1.1 403 Forbidden "
"5628","14:56:55,216471","192.168.200.103","10.87.173.45","49446","7074","HTTP","339","GET /v1/patches/0/D/7/1/712789811b7021a6dbe3858a9b2ecff1-0d71fd427bbe5629a7f8d65343c74676-emalware.416.gzip HTTP/1.1 "
"5632","14:56:55,219536","10.87.173.45","192.168.200.103","7074","49446","HTTP","60","HTTP/1.1 403 Forbidden "
"5638","14:56:55,261667","192.168.200.103","10.87.173.45","49447","7074","HTTP","339","GET /v1/patches/7/3/E/3/7340d1941815a20e366027501de051c2-73e3a65a7e0e1e45eacb0de864a5aacd-emalware.417.gzip HTTP/1.1 "
"5642","14:56:55,264770","10.87.173.45","192.168.200.103","7074","49447","HTTP","60","HTTP/1.1 403 Forbidden "
"5647","14:56:55,311647","192.168.200.103","10.87.173.45","49448","7074","HTTP","339","GET /v1/patches/4/A/F/D/8dfec1968f0a814da6cefb9eba6464d9-4afdce74f59798f47064d39385c51247-emalware.418.gzip HTTP/1.1 "
"5651","14:56:55,314801","10.87.173.45","192.168.200.103","7074","49448","HTTP","60","HTTP/1.1 403 Forbidden "
"5656","14:56:55,350186","192.168.200.103","10.87.173.45","49449","7074","HTTP","339","GET /v1/patches/F/7/5/F/9cdd721ee6f44364865ec6ae9c24f348-f75fed9386631b119d18b769fbe17d10-emalware.419.gzip HTTP/1.1 "
"5660","14:56:55,353307","10.87.173.45","192.168.200.103","7074","49449","HTTP","60","HTTP/1.1 403 Forbidden "
"5665","14:56:55,401674","192.168.200.103","10.87.173.45","49450","7074","HTTP","339","GET /v1/patches/4/E/5/A/f88e54e99b736dee75450305062053dc-4e5a717e9ab119804295ac97f82f7cf8-emalware.420.gzip HTTP/1.1 "
"5669","14:56:55,404839","10.87.173.45","192.168.200.103","7074","49450","HTTP","60","HTTP/1.1 403 Forbidden "
"5674","14:56:55,469925","192.168.200.103","10.87.173.45","49451","7074","HTTP","339","GET /v1/patches/3/3/A/A/eef86b6f4eeeca4adc34aa3e2c4b0860-33aa046e5f6b0371d37bfb3cebe60125-emalware.421.gzip HTTP/1.1 "
"5678","14:56:55,473053","10.87.173.45","192.168.200.103","7074","49451","HTTP","60","HTTP/1.1 403 Forbidden "
"5683","14:56:55,526658","192.168.200.103","10.87.173.45","49452","7074","HTTP","339","GET /v1/patches/0/A/0/3/c6420a34f92e4cc3da74192ad6b841ff-0a037a60a94407f2424f16c531703025-emalware.422.gzip HTTP/1.1 "
"5687","14:56:55,529680","10.87.173.45","192.168.200.103","7074","49452","HTTP","60","HTTP/1.1 403 Forbidden "
"5692","14:56:55,584693","192.168.200.103","10.87.173.45","49453","7074","HTTP","339","GET /v1/patches/5/9/0/4/d09f31a5f676a9e264a6a1b262bbc384-5904ea7328a4c045a9d36e9f1c22bbe6-emalware.423.gzip HTTP/1.1 "
"5696","14:56:55,587660","10.87.173.45","192.168.200.103","7074","49453","HTTP","60","HTTP/1.1 403 Forbidden "
"5701","14:56:55,686769","192.168.200.103","10.87.173.45","49454","7074","HTTP","339","GET /v1/patches/9/9/2/D/3d9240a3d009a69bf974b0ede48f7918-992d108aebe12b4e773482a0a1de6a86-emalware.424.gzip HTTP/1.1 "
"5705","14:56:55,690032","10.87.173.45","192.168.200.103","7074","49454","HTTP","60","HTTP/1.1 403 Forbidden "
"5710","14:56:55,715654","192.168.200.103","10.87.173.45","49455","7074","HTTP","339","GET /v1/patches/1/E/B/7/e3f0f6a59ec9c80201fb40cfd9f000ed-1eb77e92f05c351d9377250912ce168f-emalware.425.gzip HTTP/1.1 "
"5714","14:56:55,718799","10.87.173.45","192.168.200.103","7074","49455","HTTP","60","HTTP/1.1 403 Forbidden "
"5719","14:56:55,749550","192.168.200.103","10.87.173.45","49456","7074","HTTP","339","GET /v1/patches/9/8/0/C/4af07d98ce4e80ffaf77b400c5e6f45e-980cbe7133d4b0035d20eeb4de97e436-emalware.426.gzip HTTP/1.1 "
"5723","14:56:55,752676","10.87.173.45","192.168.200.103","7074","49456","HTTP","60","HTTP/1.1 403 Forbidden "
"5728","14:56:55,820062","192.168.200.103","10.87.173.45","49457","7074","HTTP","339","GET /v1/patches/0/C/0/7/f6e50aca6d0399677b23c930d8eadf5f-0c07e9ca97cc20aa15d08d28b3b6f9c6-emalware.427.gzip HTTP/1.1 "
"5732","14:56:55,823329","10.87.173.45","192.168.200.103","7074","49457","HTTP","60","HTTP/1.1 403 Forbidden "
"5737","14:56:55,857628","192.168.200.103","10.87.173.45","49458","7074","HTTP","339","GET /v1/patches/6/4/0/0/3e7e68d28f56b3539fd1841c691580dc-64007a1ff805d5619f301cfd60f124f5-emalware.428.gzip HTTP/1.1 "
"5741","14:56:55,860850","10.87.173.45","192.168.200.103","7074","49458","HTTP","60","HTTP/1.1 403 Forbidden "
"5746","14:56:55,874167","192.168.200.103","10.87.173.45","49459","7074","HTTP","339","GET /v1/patches/E/1/9/4/d2b2b182031b3ef5d7fd3610ec0c84cc-e194716aee4a8ce2a5988808faf0418b-emalware.429.gzip HTTP/1.1 "
"5750","14:56:55,877328","10.87.173.45","192.168.200.103","7074","49459","HTTP","60","HTTP/1.1 403 Forbidden "
"5755","14:56:55,890308","192.168.200.103","10.87.173.45","49460","7074","HTTP","339","GET /v1/patches/F/A/6/7/28e58de4b63e6e444215edfc5792c330-fa67632ea1fec230696ac5867d143f7a-emalware.430.gzip HTTP/1.1 "
"5759","14:56:55,893604","10.87.173.45","192.168.200.103","7074","49460","HTTP","60","HTTP/1.1 403 Forbidden "
"5764","14:56:55,899271","192.168.200.103","10.87.173.45","49461","7074","HTTP","339","GET /v1/patches/F/6/9/C/fd822b5ffc923d75f6842d59d076600b-f69cfc035701aa7e7b4d921269962a60-emalware.431.gzip HTTP/1.1 "
"5768","14:56:55,903035","10.87.173.45","192.168.200.103","7074","49461","HTTP","60","HTTP/1.1 403 Forbidden "
"5773","14:56:55,915651","192.168.200.103","10.87.173.45","49462","7074","HTTP","339","GET /v1/patches/0/8/1/B/868f0c4e2d1d227b5281210f39dfbe7a-081bc6dba3a19963a7e329ac714f1d05-emalware.432.gzip HTTP/1.1 "
"5777","14:56:55,918821","10.87.173.45","192.168.200.103","7074","49462","HTTP","60","HTTP/1.1 403 Forbidden "
"5782","14:56:55,924038","192.168.200.103","10.87.173.45","49463","7074","HTTP","339","GET /v1/patches/8/7/D/F/619163470438420150bc04b05fc636ad-87df88c4507dd6655dfc565505017513-emalware.433.gzip HTTP/1.1 "
"5786","14:56:55,927198","10.87.173.45","192.168.200.103","7074","49463","HTTP","60","HTTP/1.1 403 Forbidden "
"5791","14:56:55,932313","192.168.200.103","10.87.173.45","49464","7074","HTTP","339","GET /v1/patches/7/B/B/C/ecc9ab4596f4aa4d5a9c18a780242720-7bbc22cb3175c9abad0a30a1dcfd7460-emalware.434.gzip HTTP/1.1 "
"5795","14:56:55,935462","10.87.173.45","192.168.200.103","7074","49464","HTTP","60","HTTP/1.1 403 Forbidden "
"5800","14:56:55,940715","192.168.200.103","10.87.173.45","49465","7074","HTTP","339","GET /v1/patches/7/A/C/1/a12e3ada643489b1c6ebd2846dbf9ab3-7ac157e4107a8d00c0dcedd10bda4adb-emalware.435.gzip HTTP/1.1 "
"5804","14:56:55,943991","10.87.173.45","192.168.200.103","7074","49465","HTTP","60","HTTP/1.1 403 Forbidden "
"5809","14:56:55,948777","192.168.200.103","10.87.173.45","49466","7074","HTTP","339","GET /v1/patches/9/F/B/3/9bbe401bb63fc1211749c4561876687a-9fb3d9040b454cc9e509013f039d80a5-emalware.436.gzip HTTP/1.1 "
"5813","14:56:55,951897","10.87.173.45","192.168.200.103","7074","49466","HTTP","60","HTTP/1.1 403 Forbidden "
"5818","14:56:55,957477","192.168.200.103","10.87.173.45","49467","7074","HTTP","339","GET /v1/patches/0/6/1/1/0d5d944f47180ac7184d05c03b169e5b-0611fb4bdc76c18cb94a173b5dcd8ab3-emalware.437.gzip HTTP/1.1 "
"5822","14:56:55,960619","10.87.173.45","192.168.200.103","7074","49467","HTTP","60","HTTP/1.1 403 Forbidden "
"5827","14:56:55,965694","192.168.200.103","10.87.173.45","49468","7074","HTTP","339","GET /v1/patches/C/B/D/1/e5aa09e1102af6a03ad26fda305c61fd-cbd16891bff0871cb5eeca3382527fab-emalware.438.gzip HTTP/1.1 "
"5831","14:56:55,968842","10.87.173.45","192.168.200.103","7074","49468","HTTP","60","HTTP/1.1 403 Forbidden "
"5836","14:56:55,982343","192.168.200.103","10.87.173.45","49469","7074","HTTP","339","GET /v1/patches/D/4/1/0/b3bace68635470b5429230cd9b08ec26-d4104310a104c016cfac81db0ac33794-emalware.533.gzip HTTP/1.1 "
"5840","14:56:55,985510","10.87.173.45","192.168.200.103","7074","49469","HTTP","60","HTTP/1.1 403 Forbidden "
"5845","14:56:55,998764","192.168.200.103","10.87.173.45","49470","7074","HTTP","339","GET /v1/patches/8/6/2/7/f1d2d8663595d78e528f1788069bb702-8627d5c40aa3deaadb505c0eb0f70235-emalware.597.gzip HTTP/1.1 "
"5849","14:56:56,002545","10.87.173.45","192.168.200.103","7074","49470","HTTP","60","HTTP/1.1 403 Forbidden "
"5854","14:56:56,007154","192.168.200.103","10.87.173.45","49471","7074","HTTP","339","GET /v1/patches/7/2/8/9/35fa69a55f1dc1cb79359fb5dd8e578b-7289770d0b66b142fd4ea0897a3b3799-emalware.598.gzip HTTP/1.1 "
"5858","14:56:56,010370","10.87.173.45","192.168.200.103","7074","49471","HTTP","60","HTTP/1.1 403 Forbidden "
"5863","14:56:56,015284","192.168.200.103","10.87.173.45","49472","7074","HTTP","339","GET /v1/patches/4/2/0/9/250658f58204accb35eb0524b78b446a-4209b163b3a6715ed7a2fd5d1d438b33-emalware.599.gzip HTTP/1.1 "
"5867","14:56:56,018446","10.87.173.45","192.168.200.103","7074","49472","HTTP","60","HTTP/1.1 403 Forbidden "
"5873","14:56:56,041397","192.168.200.103","10.87.173.45","49473","7074","HTTP","339","GET /v1/patches/3/5/D/E/08ccd1562413e0d3662e47917ee14081-35de84323beafb222c610fdc46c09e13-emalware.i01.gzip HTTP/1.1 "
"5877","14:56:56,044572","10.87.173.45","192.168.200.103","7074","49473","HTTP","60","HTTP/1.1 403 Forbidden "
"5883","14:56:56,104120","192.168.200.103","10.87.173.45","49474","7074","HTTP","339","GET /v1/patches/8/2/C/4/d301c670777b83658035d18c13e617b4-82c46342dcdc6d4bf36af9c082c34f17-emalware.i02.gzip HTTP/1.1 "
"5887","14:56:56,107262","10.87.173.45","192.168.200.103","7074","49474","HTTP","60","HTTP/1.1 403 Forbidden "
"5894","14:56:56,180939","192.168.200.103","10.87.173.45","49475","7074","HTTP","339","GET /v1/patches/C/4/8/3/0b439c6ad10e86403dcd2323caf40776-c4839b5502c080217162fe188fd3c625-emalware.i03.gzip HTTP/1.1 "
"5898","14:56:56,184274","10.87.173.45","192.168.200.103","7074","49475","HTTP","60","HTTP/1.1 403 Forbidden "
"5903","14:56:56,207193","192.168.200.103","10.87.173.45","49476","7074","HTTP","339","GET /v1/patches/2/2/E/7/743e24d37abc23a1427f8a0c9ec6df15-22e7346ec08cc2c2473d7ddb6f78432f-emalware.i04.gzip HTTP/1.1 "
"5907","14:56:56,210305","10.87.173.45","192.168.200.103","7074","49476","HTTP","60","HTTP/1.1 403 Forbidden "
"5914","14:56:56,245169","192.168.200.103","10.87.173.45","49477","7074","HTTP","339","GET /v1/patches/3/3/2/6/ae633dfb577e933e67079e66e4e73b5f-3326f3456034981faa1dee27b4cc7938-emalware.i05.gzip HTTP/1.1 "
"5918","14:56:56,248414","10.87.173.45","192.168.200.103","7074","49477","HTTP","60","HTTP/1.1 403 Forbidden "
"5923","14:56:56,293159","192.168.200.103","10.87.173.45","49478","7074","HTTP","339","GET /v1/patches/8/F/E/9/088d61724b6b0ed42cfd4b6f87f80db4-8fe96c514288d9da992abea9c7720f95-emalware.i07.gzip HTTP/1.1 "
"5927","14:56:56,296408","10.87.173.45","192.168.200.103","7074","49478","HTTP","60","HTTP/1.1 403 Forbidden "
"5932","14:56:56,337073","192.168.200.103","10.87.173.45","49479","7074","HTTP","339","GET /v1/patches/4/8/A/1/05b0deec5479502479cb2c153fd6c8d1-48a11aad43f1b8caef666c36fbeb94bc-emalware.i09.gzip HTTP/1.1 "
"5936","14:56:56,340281","10.87.173.45","192.168.200.103","7074","49479","HTTP","60","HTTP/1.1 403 Forbidden "
"5941","14:56:56,413326","192.168.200.103","10.87.173.45","49480","7074","HTTP","339","GET /v1/patches/2/D/B/2/c5380a715aebc45dfc66e7a5007c397d-2db27e09d0de0f80baedab0c94a650b3-emalware.i10.gzip HTTP/1.1 "
"5945","14:56:56,416689","10.87.173.45","192.168.200.103","7074","49480","HTTP","60","HTTP/1.1 403 Forbidden "
"5951","14:56:56,465566","192.168.200.103","10.87.173.45","49481","7074","HTTP","339","GET /v1/patches/7/D/D/B/b23816949dca391e06f576acfb91af27-7ddb708b14a1e5551e1b59d3716effc9-emalware.i14.gzip HTTP/1.1 "
"5955","14:56:56,468955","10.87.173.45","192.168.200.103","7074","49481","HTTP","60","HTTP/1.1 403 Forbidden "
"5960","14:56:56,545590","192.168.200.103","10.87.173.45","49482","7074","HTTP","339","GET /v1/patches/D/A/A/2/5fc200ed245453d92d8fbedd0151692f-daa2ff2497ddd82a97a17e60669aca64-emalware.i15.gzip HTTP/1.1 "
"5964","14:56:56,548617","10.87.173.45","192.168.200.103","7074","49482","HTTP","60","HTTP/1.1 403 Forbidden "
"5969","14:56:56,591785","192.168.200.103","10.87.173.45","49483","7074","HTTP","339","GET /v1/patches/E/E/F/E/94112ebd8987e29f2abf7217f7c8950d-eefe897f53380ec15de0ec242e4fe9aa-emalware.i16.gzip HTTP/1.1 "
"5973","14:56:56,594955","10.87.173.45","192.168.200.103","7074","49483","HTTP","60","HTTP/1.1 403 Forbidden "
"5978","14:56:56,653597","192.168.200.103","10.87.173.45","49484","7074","HTTP","339","GET /v1/patches/A/3/7/3/dae30b5c73870b701e2983c0303ee3db-a3735421530508973057089ad50891fa-emalware.i17.gzip HTTP/1.1 "
"5982","14:56:56,656717","10.87.173.45","192.168.200.103","7074","49484","HTTP","60","HTTP/1.1 403 Forbidden "
"5987","14:56:56,701199","192.168.200.103","10.87.173.45","49485","7074","HTTP","339","GET /v1/patches/8/0/1/F/91fae1d7e4771d4a6e0221183194704d-801f72dfbadd48695e3c7c6865bd6985-emalware.i18.gzip HTTP/1.1 "
"5991","14:56:56,704274","10.87.173.45","192.168.200.103","7074","49485","HTTP","60","HTTP/1.1 403 Forbidden "
"5996","14:56:56,761848","192.168.200.103","10.87.173.45","49486","7074","HTTP","339","GET /v1/patches/7/2/D/3/eb4ac9ed01b07862829ef0e58917469e-72d34054f804195a8ccb69ba05e5cffa-emalware.i19.gzip HTTP/1.1 "
"6000","14:56:56,765083","10.87.173.45","192.168.200.103","7074","49486","HTTP","60","HTTP/1.1 403 Forbidden "
"6006","14:56:56,808140","192.168.200.103","10.87.173.45","49487","7074","HTTP","339","GET /v1/patches/8/5/4/D/87c13ef0b6be73494bc8f5a14a178827-854de188f5f24c8d134c21eabab2c39f-emalware.i21.gzip HTTP/1.1 "
"6010","14:56:56,811413","10.87.173.45","192.168.200.103","7074","49487","HTTP","60","HTTP/1.1 403 Forbidden "
"6015","14:56:56,857812","192.168.200.103","10.87.173.45","49488","7074","HTTP","339","GET /v1/patches/B/3/6/B/db96b45135bfd567680872a06ca6242c-b36be1e8cd86da7fbe4c0f0eb098e8ae-emalware.i22.gzip HTTP/1.1 "
"6019","14:56:56,860939","10.87.173.45","192.168.200.103","7074","49488","HTTP","60","HTTP/1.1 403 Forbidden "
"6024","14:56:56,912283","192.168.200.103","10.87.173.45","49489","7074","HTTP","339","GET /v1/patches/1/E/B/5/cf533034cedeb35c4ddd88ff8b676c6c-1eb5523c6a9fa9ac61557bbb7945b843-emalware.i23.gzip HTTP/1.1 "
"6028","14:56:56,915403","10.87.173.45","192.168.200.103","7074","49489","HTTP","60","HTTP/1.1 403 Forbidden "
"6033","14:56:57,009966","192.168.200.103","10.87.173.45","49490","7074","HTTP","339","GET /v1/patches/B/1/2/B/3fd7b3c80d30b131b3a6b86b0f55e830-b12bb85c12aa1c1fd51cb8351385c270-emalware.i24.gzip HTTP/1.1 "
